계정코드,계정명칭,차대변구분
4400107,지급이자(리스),차변
4400108,지급이자(한도대출),차변
4400200,창업비상각,차변
4400300,개업비상각,차변
4400400,신주발행비상각,차변
4400500,연구개발비상각,차변
4400600,기타의대손상각,차변
4400700,단기매매증권평가손실,차변
4400701,당기손익금융자산(지분)평가손실,차변
4400702,당기손익금융자산(채무)평가손실,차변
4400800,투자자산평가손실,차변
4400900,외화환산손실,차변
4401000,외환차손,차변
4401100,고유목적사업준비금전입,차변
4401200,재고자산평가손실,차변
4401250,재고자산처분손실,차변
4401300,기부금,차변
4401400,법인세추납액,차변
4401500,유형자산처분손실,차변
4401510,유형자산손상차손,차변
4401550,무형자산처분손실,차변
4401560,무형자산손상차손,차변
4401570,투자자산손상차손,차변
4401600,투자자산처분손실,차변
4401601,단기매매증권처분손실,차변
4401650,매도가능증권처분손실,차변
4401651,당기손익금융자산(지분)처분손실,차변
4401652,당기손익금융자산(채무)처분손실,차변
4401660,매도가능증권손상차손,차변
4401661,당기손익금융자산(지분)손상차손,차변
4401662,당기손익금융자산(채무)손상차손,차변
4401670,매도가능증권감액손실,차변
4401675,투자주식처분손실(신기술),차변
4401680,투자유자증권처분비용(신기술),차변
4401681,투자유가증권처분손실(신기술),차변
4401690,투자유가증권처분비용(출자금),차변
4401691,투자유가증권처분손실(출자금),차변
4401692,투자유가증권처분손실,차변
4401693,사용권자산처분손실,차변
4401700,지분법손실,차변
4401750,지분법투자주식처분손실,차변
4401755,종속기업및관계기업투자손상차손,차변
4401760,채권상환손실,차변
4401770,파생상품처분손실,차변
4401800,용역비용,차변
4401900,잡손실,차변
4402000,전기오류수정손실,차변
4402100,재해손실,차변
4402200,계약해지손실,차변
4402300,소송충당부채전입액,차변
4402301,기타손실충당부채전입액,차변
4402400,운휴자산관리비,차변
4402401,파생상품평가손실,차변
4402402,채무조정손실,차변
4402500,금융보증비,차변
4402600,파생상품거래손실,차변
4402601,통화선도거래손실,차변
4402602,선물거래손실,차변
4402700,차입금상환손실(골드론),차변
4500100,법인세비용,차변
